Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
75,18,0.8868946175876946,0.0006413570599626128,78.14749307632447,0.2992780440109063,1.1423351764678955,0.04584441464651664,SAMME.R,1.01,40,"{'algorithm': 'SAMME.R', 'learning_rate': 1.01, 'n_estimators': 40}",0.8872709133399844,0.8865670825873638,0.8861494728066639,0.8865321406851122,0.8879534785193487
58,19,0.8868782172462556,0.00021571949554366043,89.58679699897766,0.5565857259735183,1.412608814239502,0.09363313590434101,SAMME.R,0.98,45,"{'algorithm': 'SAMME.R', 'learning_rate': 0.98, 'n_estimators': 45}",0.8869770810840361,0.8870727473999263,0.886552640750029,0.8866961412044472,0.88709247579284
69,20,0.8866636512636028,0.0014695927614472805,78.81111283302307,0.4541198237565046,1.140738582611084,0.028583169394713198,SAMME.R,1.0,40,"{'algorithm': 'SAMME.R', 'learning_rate': 1.0, 'n_estimators': 40}",0.8867447486025885,0.8863074168728048,0.8850288025912082,0.8858624718978276,0.8893748163535852
57,21,0.8865269835571296,0.0007527703786163105,80.17066464424133,1.0858601816929885,1.1094226837158203,0.04628103460211377,SAMME.R,0.98,40,"{'algorithm': 'SAMME.R', 'learning_rate': 0.98, 'n_estimators': 40}",0.8865192494294187,0.8869770810840361,0.8864501404254447,0.8852133031754601,0.8874751436712883
63,22,0.8864080840771447,0.0012300174581168384,82.28638706207275,1.7352330347277578,1.2400726795196533,0.07157598440784478,SAMME.R,0.99,40,"{'algorithm': 'SAMME.R', 'learning_rate': 0.99, 'n_estimators': 40}",0.8865807492039196,0.8862595837148597,0.8846803014876213,0.8860196390621904,0.8885001469171319
87,23,0.886298750322877,0.0005481581714629705,79.29954886436462,1.1667368611598277,1.14700026512146,0.07126634005608183,SAMME.R,1.03,40,"{'algorithm': 'SAMME.R', 'learning_rate': 1.03, 'n_estimators': 40}",0.8866422489784204,0.8862527504065818,0.8857804716381602,0.8856711379586035,0.8871471426326183
51,24,0.8862618498978433,0.0013707200075523663,78.67807006835938,0.7646978504977526,1.1373472213745117,0.05584507163669468,SAMME.R,0.97,40,"{'algorithm': 'SAMME.R', 'learning_rate': 0.97, 'n_estimators': 40}",0.8871000806330377,0.8860204179251343,0.8846119679378984,0.8851518029807094,0.8884249800124367
86,25,0.88432255160137,0.0019616980990716433,59.6346248626709,0.29427682152050055,0.8991405487060546,0.0587538923844537,SAMME.R,1.03,30,"{'algorithm': 'SAMME.R', 'learning_rate': 1.03, 'n_estimators': 30}",0.8846264230364489,0.8827540965683126,0.8816189584600351,0.8854388038895457,0.8871744760525075
80,26,0.8840574186144833,0.0010306459152389527,59.56915354728699,0.3991004398686266,0.9011823177337647,0.048127439658092346,SAMME.R,1.02,30,"{'algorithm': 'SAMME.R', 'learning_rate': 1.02, 'n_estimators': 30}",0.8832665946891528,0.8832460947643191,0.883142796618856,0.885425137179601,0.8852064698204878
74,27,0.883766319037463,0.0014497474099721107,58.83431935310364,0.4284148536813966,0.845132303237915,0.018244478550202167,SAMME.R,1.01,30,"{'algorithm': 'SAMME.R', 'learning_rate': 1.01, 'n_estimators': 30}",0.8829864290497601,0.8825422640116987,0.8829241292597426,0.8838397988260296,0.8865389740400844
92,28,0.883744449864103,0.001468409648168842,59.74482975006104,0.31825556130282207,0.8852015495300293,0.02023604265642452,SAMME.R,1.04,30,"{'algorithm': 'SAMME.R', 'learning_rate': 1.04, 'n_estimators': 30}",0.8846264230364489,0.8826857634855338,0.8816189584600351,0.8839696325705031,0.885821471767994
68,29,0.8834888851057545,0.0013631279956921232,59.95830321311951,0.5264284879781392,0.8792409420013427,0.044510728524189073,SAMME.R,1.0,30,"{'algorithm': 'SAMME.R', 'learning_rate': 1.0, 'n_estimators': 30}",0.8827609298765905,0.8825627639365322,0.8822749605373751,0.8838466321810019,0.8859991389972734
62,30,0.8830146508496884,0.001826467208556894,60.760750722885135,1.0409447986202618,0.8746533870697022,0.03769328237474379,SAMME.R,0.99,30,"{'algorithm': 'SAMME.R', 'learning_rate': 0.99, 'n_estimators': 30}",0.8819819327329134,0.8829180959669815,0.8804367880498288,0.8838466321810019,0.8858898053177169
56,31,0.8823217525217963,0.002066235708431022,58.53053507804871,0.35127588961363027,0.8714615345001221,0.03081338361459318,SAMME.R,0.98,30,"{'algorithm': 'SAMME.R', 'learning_rate': 0.98, 'n_estimators': 30}",0.8811687690478468,0.8809022700250099,0.8810927901271688,0.8820699598882064,0.8863749735207495
50,32,0.8820279180712101,0.001308184611162851,58.988304710388185,0.48975417049025494,0.8483235359191894,0.007040880615413406,SAMME.R,0.97,30,"{'algorithm': 'SAMME.R', 'learning_rate': 0.97, 'n_estimators': 30}",0.881524101078296,0.880683604160118,0.8809492896727507,0.88276696209538,0.8842156333495056
85,33,0.8797838515546228,0.0024212500569529617,39.936834478378294,0.1925692112692843,0.595402193069458,0.03975801074112199,SAMME.R,1.03,20,"{'algorithm': 'SAMME.R', 'learning_rate': 1.03, 'n_estimators': 20}",0.8785652785939785,0.8783329461125309,0.8787216159517839,0.8786806158219501,0.8846188012928707
91,34,0.8794558497501643,0.001037939323290817,40.836115550994876,0.2905458223370471,0.60206298828125,0.027823336056529948,SAMME.R,1.04,20,"{'algorithm': 'SAMME.R', 'learning_rate': 1.04, 'n_estimators': 20}",0.8790709434065408,0.8783876125787539,0.8784414483979199,0.880580288504247,0.8807989558633602
79,35,0.8791852489773115,0.0006462216526755454,39.29575338363647,0.41429323784378586,0.5850486755371094,0.041057968567891893,SAMME.R,1.02,20,"{'algorithm': 'SAMME.R', 'learning_rate': 1.02, 'n_estimators': 20}",0.8787976110754261,0.8785994451353678,0.8796577855829877,0.8786464490470887,0.8802249540456878
73,36,0.8789187483668643,0.0006568063877302194,40.467806053161624,0.5653854023329811,0.608168077468872,0.025925183963355348,SAMME.R,1.01,20,"{'algorithm': 'SAMME.R', 'learning_rate': 1.01, 'n_estimators': 20}",0.878640444985035,0.8785857785188121,0.8784687818178091,0.8786737824669778,0.8802249540456878
67,37,0.8789078142424591,0.0007964389137089876,40.80131149291992,0.33771631597277874,0.6688045978546142,0.09971637763177538,SAMME.R,1.0,20,"{'algorithm': 'SAMME.R', 'learning_rate': 1.0, 'n_estimators': 20}",0.8791939429555425,0.8785857785188121,0.8778264464504137,0.8786942825318946,0.8802386207556324
61,38,0.8788449475915083,0.0007887448832340825,40.08064389228821,0.31121633185557024,0.6249240875244141,0.03760606220879036,SAMME.R,0.99,20,"{'algorithm': 'SAMME.R', 'learning_rate': 0.99, 'n_estimators': 20}",0.8792554427300433,0.8783671126539203,0.8777991130305246,0.8786942825318946,0.8801087870111589
55,39,0.8787137478764567,0.0012094663600057652,39.356587648391724,0.3715779352088466,0.5656817436218262,0.02437581709851584,SAMME.R,0.98,20,"{'algorithm': 'SAMME.R', 'learning_rate': 0.98, 'n_estimators': 20}",0.8791461097975974,0.877963947465526,0.8783116146534464,0.8773207781824642,0.8808262892832494
90,40,0.8783365486431519,0.001053460828893971,30.736843729019164,0.5916207924643822,0.4569516658782959,0.042914405270317965,SAMME.R,1.04,15,"{'algorithm': 'SAMME.R', 'learning_rate': 1.04, 'n_estimators': 15}",0.8779981140069153,0.8776769485178554,0.8776966127059402,0.8778811132901921,0.8804299546948565
49,41,0.8782504482584343,0.0010611264174171192,39.48679909706116,0.40493404627550444,0.5748575687408447,0.0334637784940325,SAMME.R,0.97,20,"{'algorithm': 'SAMME.R', 'learning_rate': 0.97, 'n_estimators': 20}",0.878490112202922,0.8772669500211833,0.8781886142639451,0.8771909444379907,0.8801156203661311
78,42,0.8782340480290621,0.001200620311404237,29.533548879623414,0.3573613333414082,0.4577880859375,0.034236513106186424,SAMME.R,1.02,15,"{'algorithm': 'SAMME.R', 'learning_rate': 1.02, 'n_estimators': 15}",0.8780732803979718,0.8778136146834128,0.8776077790913005,0.8771226108882678,0.8805529550843577
84,43,0.8781903148560838,0.0010912904664428411,29.955157232284545,0.11472609130208987,0.455977201461792,0.037806028659401816,SAMME.R,1.03,15,"{'algorithm': 'SAMME.R', 'learning_rate': 1.03, 'n_estimators': 15}",0.87785461453308,0.8778136146834128,0.8778606132252752,0.8771226108882678,0.880300120950383
42,44,0.8780317820386649,0.0010656050790599952,27.941417169570922,0.31925112208948725,0.3115642547607422,0.022243847901810363,SAMME,1.04,15,"{'algorithm': 'SAMME', 'learning_rate': 1.04, 'n_estimators': 15}",0.8775061158109086,0.8774172828032963,0.8776487792211342,0.8774301118620209,0.8801566204959649
24,44,0.8780317820386649,0.0010657277661249827,28.24181694984436,0.16282637697236926,0.32318863868713377,0.010191727486601564,SAMME,1.01,15,"{'algorithm': 'SAMME', 'learning_rate': 1.01, 'n_estimators': 15}",0.8775129491191865,0.8774104494950186,0.8776487792211342,0.8774301118620209,0.8801566204959649
18,44,0.8780317820386649,0.0010657277661249827,28.349128866195677,0.36703200261228364,0.3265237808227539,0.02692856204174398,SAMME,1.0,15,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 15}",0.8775129491191865,0.8774104494950186,0.8776487792211342,0.8774301118620209,0.8801566204959649
36,47,0.8780140153063982,0.0010728489586281096,29.045453786849976,0.2982943696643651,0.32991509437561034,0.0268013777006098,SAMME,1.03,15,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 15}",0.8775129491191865,0.8774172828032963,0.8775667789614667,0.8774164451520763,0.8801566204959649
19,48,0.8780044487215036,0.0010524003032870294,37.53687419891357,0.32048907388276665,0.4063101768493652,0.010807219841073117,SAMME,1.0,20,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 20}",0.87743778272813,0.8774104494950186,0.8776487792211342,0.8774232785070486,0.8801019536561866
12,49,0.8780017152767868,0.0010781572339857175,28.113761138916015,0.16469748615467966,0.33649616241455077,0.044397499838032435,SAMME,0.99,15,"{'algorithm': 'SAMME', 'learning_rate': 0.99, 'n_estimators': 15}",0.8775129491191865,0.8774104494950186,0.8774984454117438,0.8774301118620209,0.8801566204959649
6,49,0.8780017152767868,0.0010781572339857175,28.767006349563598,0.3288186094703973,0.3101681709289551,0.030577306086345468,SAMME,0.98,15,"{'algorithm': 'SAMME', 'learning_rate': 0.98, 'n_estimators': 15}",0.8775129491191865,0.8774104494950186,0.8774984454117438,0.8774301118620209,0.8801566204959649
0,51,0.8780003486057926,0.001078798452449782,28.321227931976317,0.4762999633705919,0.3147287845611572,0.02321813007891393,SAMME,0.97,15,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 15}",0.8775129491191865,0.8774104494950186,0.8774916120567715,0.8774301118620209,0.8801566204959649
30,52,0.877996248602148,0.0010541374956082928,28.889279508590697,0.5915005893518221,0.33310632705688475,0.05647030335258886,SAMME,1.02,15,"{'algorithm': 'SAMME', 'learning_rate': 1.02, 'n_estimators': 15}",0.8775061158109086,0.8774104494950186,0.8775462788965498,0.8774164451520763,0.8801019536561866
1,53,0.8779921485611479,0.001059109283168829,37.794380044937135,0.6115574491059634,0.4723322868347168,0.07173951480849473,SAMME,0.97,20,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 20}",0.8775266157357423,0.8774104494950186,0.8774847787017992,0.8774301118620209,0.8801087870111589
72,54,0.8779853145431149,0.0010184456557541261,30.275755834579467,0.397540565241463,0.44380927085876465,0.021352891687905245,SAMME.R,1.01,15,"{'algorithm': 'SAMME.R', 'learning_rate': 1.01, 'n_estimators': 15}",0.8778751144579137,0.8775471156605759,0.8772729446976583,0.8772592779877136,0.8799721199117131
25,55,0.8779839486659256,0.0010883094127659867,37.65854783058167,0.5286654836097454,0.42248144149780276,0.04180750993859577,SAMME,1.01,20,"{'algorithm': 'SAMME', 'learning_rate': 1.01, 'n_estimators': 20}",0.8774309494198521,0.8774104494950186,0.8775599456064944,0.877361778312298,0.8801566204959649
37,56,0.8779689152756477,0.0010273771003955145,38.411719131469724,0.7877136648979886,0.4450226306915283,0.04692875465554622,SAMME,1.03,20,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 20}",0.8774309494198521,0.8774172828032963,0.8776487792211342,0.8773344448924089,0.8800131200415467
7,57,0.8779648153373755,0.001073502506124778,37.66752338409424,0.2513932902051708,0.43004641532897947,0.018958618487141247,SAMME,0.98,20,"{'algorithm': 'SAMME', 'learning_rate': 0.98, 'n_estimators': 20}",0.8774651159612414,0.877328449795684,0.8774984454117438,0.8774232785070486,0.8801087870111589
31,58,0.8779579818423198,0.001030030283956923,37.952160120010376,0.4250938388890487,0.43563132286071776,0.0531096577224562,SAMME,1.02,20,"{'algorithm': 'SAMME', 'learning_rate': 1.02, 'n_estimators': 20}",0.8774856158860751,0.8774104494950186,0.8775462788965498,0.8773344448924089,0.8800131200415467
43,59,0.8779566152833921,0.001035195929114667,37.42576532363891,0.29324678350154104,0.3843680858612061,0.03528053561043906,SAMME,1.04,20,"{'algorithm': 'SAMME', 'learning_rate': 1.04, 'n_estimators': 20}",0.8775197824274644,0.8772942832542947,0.877621445801245,0.8773344448924089,0.8800131200415467
2,60,0.8779292819475527,0.0010791608375896329,57.0387405872345,0.6211393436502949,0.7164774894714355,0.06017617787721028,SAMME,0.97,30,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 30}",0.877492449194353,0.8772601167129054,0.87745744528191,0.8773549449573257,0.8800814535912697
8,61,0.8779128818769415,0.0010462272568668456,55.72666482925415,0.2945715720366419,0.5882217407226562,0.03768491250437403,SAMME,0.98,30,"{'algorithm': 'SAMME', 'learning_rate': 0.98, 'n_estimators': 30}",0.8775061158109086,0.8772601167129054,0.8773891117321871,0.877409611797104,0.8799994533316022
66,62,0.8778472816318521,0.001069212139848184,30.897077512741088,0.7020272771024485,0.4470003604888916,0.034023288505362397,SAMME.R,1.0,15,"{'algorithm': 'SAMME.R', 'learning_rate': 1.0, 'n_estimators': 15}",0.8772464500963496,0.8775471156605759,0.8772114445029076,0.8772592779877136,0.8799721199117131
60,63,0.8778076483411125,0.0010754531084290115,30.013060283660888,0.49997192428254444,0.46295833587646484,0.029742589084522802,SAMME.R,0.99,15,"{'algorithm': 'SAMME.R', 'learning_rate': 0.99, 'n_estimators': 15}",0.8772464500963496,0.8774241161115742,0.8771567776631293,0.8772592779877136,0.8799516198467962
26,64,0.8777885149004957,0.0011706151811798156,56.833572435379025,0.38962782281591657,0.6621453285217285,0.03667337145427243,SAMME,1.01,30,"{'algorithm': 'SAMME', 'learning_rate': 1.01, 'n_estimators': 30}",0.8774719492695193,0.8772327834797939,0.8768151099145147,0.8773344448924089,0.880088286946242
13,65,0.8777803159671785,0.0012197147839402543,36.88861393928528,0.2088793517269029,0.4087033271789551,0.02974236842888715,SAMME,0.99,20,"{'algorithm': 'SAMME', 'learning_rate': 0.99, 'n_estimators': 20}",0.876494786185784,0.8774104494950186,0.8774642786368824,0.8774232785070486,0.8801087870111589
39,66,0.8777707482616177,0.0008511547834219459,74.80485591888427,1.0064705163132803,0.7711305618286133,0.02257933126989932,SAMME,1.03,40,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 40}",0.8773967828784628,0.8772464500963496,0.8767194429449027,0.8784277816879753,0.8790632837003984
20,67,0.8777570813462179,0.0011627186728829441,55.86788535118103,0.08822158687376082,0.620007848739624,0.041035965318587976,SAMME,1.0,30,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 30}",0.8774787825777972,0.8773147831791284,0.8768151099145147,0.8771362775982124,0.880040453461436
48,68,0.877746148146362,0.00110691610241627,29.9520263671875,0.14578111766025795,0.43840837478637695,0.02735272486397025,SAMME.R,0.97,15,"{'algorithm': 'SAMME.R', 'learning_rate': 0.97, 'n_estimators': 15}",0.8773626163370735,0.8773079498708505,0.8770064438537388,0.8771089441783232,0.8799447864918238
44,69,0.8777434160464447,0.0011969904701913494,55.998922395706174,0.45527286138417505,0.6251225471496582,0.03475744013932997,SAMME,1.04,30,"{'algorithm': 'SAMME', 'learning_rate': 1.04, 'n_estimators': 30}",0.8764537863361168,0.8773079498708505,0.8775462788965498,0.8773959450871595,0.8800131200415467
54,70,0.8777406815090785,0.0011767141985713596,29.45038776397705,0.24794779226998506,0.4613448143005371,0.0158989240262692,SAMME.R,0.98,15,"{'algorithm': 'SAMME.R', 'learning_rate': 0.98, 'n_estimators': 15}",0.8772464500963496,0.8773899495701849,0.8770064438537388,0.876985943788822,0.8800746202362975
32,71,0.8776928478561725,0.0006671307602249858,56.07273540496826,0.4147603419443004,0.6737921237945557,0.0750917432831105,SAMME,1.02,30,"{'algorithm': 'SAMME', 'learning_rate': 1.02, 'n_estimators': 30}",0.8774651159612414,0.8772942832542947,0.8773412782473811,0.8773412782473811,0.8790222835705647
3,72,0.877623147495372,0.0006183411504689073,76.4125551223755,0.9542387920622271,0.821795129776001,0.0510999957584354,SAMME,0.97,40,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 40}",0.877492449194353,0.8773694496453514,0.8772797780526305,0.8771362775982124,0.8788377829863128
9,73,0.877609480981544,0.0006396896895371788,74.5411777973175,0.6322785293678252,0.8571001529693604,0.07240200808811365,SAMME,0.98,40,"{'algorithm': 'SAMME', 'learning_rate': 0.98, 'n_estimators': 40}",0.8774582826529636,0.8772601167129054,0.8773207781824642,0.8771362775982124,0.8788719497611742
4,74,0.8776026475705384,0.0006280353013547047,86.0323432445526,1.244705706447265,0.9279101848602295,0.02761493513025026,SAMME,0.97,45,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 45}",0.877492449194353,0.8772669500211833,0.8772797780526305,0.8771362775982124,0.8788377829863128
35,75,0.8776012817213659,0.0010351051176101266,94.647012758255,0.8513651777562286,1.0842907905578614,0.07497711519678661,SAMME,1.02,50,"{'algorithm': 'SAMME', 'learning_rate': 1.02, 'n_estimators': 50}",0.8770961173142365,0.8770619507728472,0.8773276115374365,0.876869776754293,0.8796509522280154
15,76,0.8775971815589602,0.0007595041882637477,73.47005224227905,0.39413176772848424,0.7874872207641601,0.027433677226616413,SAMME,0.99,40,"{'algorithm': 'SAMME', 'learning_rate': 0.99, 'n_estimators': 40}",0.8769936176900684,0.8772737833294612,0.8773002781175474,0.8773207781824642,0.8790974504752599
21,77,0.877542514056121,0.0007937479127577649,74.38898673057557,0.4911798149155776,0.7892818450927734,0.03125063757074607,SAMME,1.0,40,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 40}",0.8774582826529636,0.8772942832542947,0.8768151099145147,0.8770747774034617,0.8790701170553706
33,78,0.877526116068081,0.0013848641466113084,75.75013055801392,1.1863196061248806,0.837153959274292,0.1028524424581327,SAMME,1.02,40,"{'algorithm': 'SAMME', 'learning_rate': 1.02, 'n_estimators': 40}",0.8774241161115742,0.8758182886662749,0.8775394455415776,0.8768356099794316,0.8800131200415467
40,79,0.8775192812188873,0.0006490803338167057,83.09082026481629,1.0717953766504438,0.9279099464416504,0.025454863242309625,SAMME,1.03,45,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 45}",0.8771097839307923,0.8772259501715161,0.8767194429449027,0.8780656138744439,0.8784756151727814
38,80,0.8774823806817871,0.0008743898323417247,56.57956519126892,0.40455141975395154,0.663629674911499,0.05390724826458441,SAMME,1.03,30,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 30}",0.8773967828784628,0.8772464500963496,0.8763572751313713,0.8773549449573257,0.8790564503454261
41,81,0.8774810155610474,0.0010936555028690936,92.14671788215637,0.5637718470226452,1.0083170890808106,0.05322951941831786,SAMME,1.03,50,"{'algorithm': 'SAMME', 'learning_rate': 1.03, 'n_estimators': 50}",0.8762829536291701,0.8772259501715161,0.8764051086161773,0.8784961152376982,0.8789949501506755
27,82,0.8774427471855922,0.00136901644256842,75.12740511894226,0.6315020633533116,0.8590945243835449,0.06668276440072023,SAMME,1.01,40,"{'algorithm': 'SAMME', 'learning_rate': 1.01, 'n_estimators': 40}",0.87743778272813,0.8772327834797939,0.8754484389200565,0.8773412782473811,0.8797534525525997
5,83,0.877363481780813,0.0008174057907577778,95.41137571334839,1.6070499435213625,0.987351655960083,0.02511279527646579,SAMME,0.97,50,"{'algorithm': 'SAMME', 'learning_rate': 0.97, 'n_estimators': 50}",0.8763171201705594,0.8772464500963496,0.8772797780526305,0.8771362775982124,0.8788377829863128
14,84,0.8773566492196458,0.0009694323649747567,55.31816101074219,0.6005117390395748,0.6037802696228027,0.026392137121650998,SAMME,0.99,30,"{'algorithm': 'SAMME', 'learning_rate': 0.99, 'n_estimators': 30}",0.8765084528023397,0.8764742862609504,0.8773207781824642,0.8773344448924089,0.8791452839600659
16,85,0.8773484488107848,0.0009430234056553204,83.56416687965392,0.504419233211925,0.9534414768218994,0.03958277268482088,SAMME,0.99,45,"{'algorithm': 'SAMME', 'learning_rate': 0.99, 'n_estimators': 45}",0.8762624537043364,0.8770004509983463,0.8770542773385449,0.8773276115374365,0.8790974504752599
45,86,0.877329316817695,0.0014588883902872,75.05937247276306,0.8150198979583366,0.7965145111083984,0.043444299747883816,SAMME,1.04,40,"{'algorithm': 'SAMME', 'learning_rate': 1.04, 'n_estimators': 40}",0.8758592885159421,0.8763786199450602,0.8775531122515221,0.8768287766244593,0.8800267867514914
47,87,0.8773197477019627,0.0009474291903141114,93.7831268787384,0.8426793698538112,1.0416051864624023,0.06928597973005225,SAMME,1.04,50,"{'algorithm': 'SAMME', 'learning_rate': 1.04, 'n_estimators': 50}",0.8773421164122398,0.8766656188927308,0.8766374426852351,0.8768082765595424,0.8791452839600659
10,88,0.8772978799107575,0.00044996257520518365,83.29369177818299,0.5130013371051748,0.9131494045257569,0.04355698055210451,SAMME,0.98,45,"{'algorithm': 'SAMME', 'learning_rate': 0.98, 'n_estimators': 45}",0.8775334490440202,0.8772464500963496,0.8773139448274919,0.8765144422957339,0.8778811132901921
