oTime,o,h,l,c,v
2020-06-01T10:00:00,41610.0,41645.0,41101.0,41210.0,685694
2020-06-01T10:30:00,41210.0,41249.0,40500.0,40780.0,560388
2020-06-01T11:00:00,40898.0,41120.0,40500.0,40711.0,438381
2020-06-01T11:30:00,41003.0,41050.0,41001.0,41002.0,24404
2020-06-01T12:00:00,41045.0,41100.0,40740.0,40970.0,707495
2020-06-01T12:30:00,40970.0,40970.0,40970.0,40970.0,2610
2020-06-02T09:30:00,42100.0,42354.0,42100.0,42354.0,185338
2020-06-02T10:00:00,42354.0,42800.0,42240.0,42699.0,873304
2020-06-02T10:30:00,42600.0,42600.0,42502.0,42510.0,523199
2020-06-02T11:00:00,42510.0,42510.0,42000.0,42100.0,614305
2020-06-02T11:30:00,42150.0,42343.0,42001.0,42100.0,579796
2020-06-02T12:00:00,42049.0,42295.0,42015.0,42290.0,401442
2020-06-06T09:00:00,44000.0,44399.0,43678.0,43678.0,1116132
2020-06-06T09:30:00,43679.0,44000.0,43500.0,43853.0,854849
2020-06-06T10:00:00,43853.0,44170.0,43851.0,44170.0,735879
2020-06-06T10:30:00,44180.0,44800.0,44170.0,44798.0,1000112
2020-06-06T11:00:00,44799.0,44860.0,44501.0,44820.0,864196
2020-06-06T11:30:00,44802.0,45000.0,44763.0,44992.0,889756
2020-06-06T12:00:00,45320.0,45320.0,45315.0,45320.0,14260
2020-06-07T09:30:00,47250.0,47499.0,47010.0,47496.0,922074
2020-06-07T10:00:00,47496.0,47985.0,47494.0,47970.0,811839
2020-06-07T10:30:00,47989.0,47997.0,47981.0,47992.0,235974
2020-06-07T11:00:00,47993.0,48000.0,47898.0,47994.0,586738
2020-06-07T11:30:00,47985.0,48490.0,47981.0,47993.0,610047
2020-06-07T12:00:00,47999.0,48000.0,46660.0,46999.0,2050781
2020-06-07T12:30:00,46999.0,46999.0,46999.0,46999.0,500
2020-06-08T09:00:00,45001.0,45900.0,44500.0,45501.0,1477710
2020-06-08T09:30:00,45600.0,48500.0,45600.0,47043.0,2615451
2020-06-08T10:00:00,47134.0,47135.0,46600.0,47012.0,223132
2020-06-08T10:30:00,47050.0,47135.0,44521.0,45777.0,1379911
2020-06-08T11:00:00,45700.0,45776.0,44499.0,44510.0,1462271
2020-06-08T11:30:00,44503.0,45190.0,44500.0,44863.0,731177
2020-06-08T12:00:00,45000.0,45088.0,44500.0,44500.0,854445
2020-06-09T09:00:00,44390.0,46900.0,44320.0,46400.0,2362255
2020-06-09T09:30:00,44931.0,44932.0,44930.0,44930.0,2206
2020-06-09T10:00:00,44931.0,44932.0,44010.0,44100.0,1025865
2020-06-09T10:30:00,44151.0,45300.0,44151.0,44994.0,797092
2020-06-09T11:00:00,44700.0,44900.0,44432.0,44451.0,533811
2020-06-09T11:30:00,44451.0,44480.0,44031.0,44400.0,539332
2020-06-09T12:00:00,44220.0,44600.0,44102.0,44600.0,1301225
2020-06-10T09:00:00,45430.0,46800.0,45430.0,45900.0,1822050
2020-06-10T09:30:00,45900.0,46205.0,45499.0,45499.0,1222156
2020-06-10T10:00:00,45880.0,46000.0,45552.0,45900.0,761386
2020-06-10T10:30:00,45955.0,45994.0,45605.0,45893.0,576027
2020-06-10T11:00:00,45893.0,45893.0,45705.0,45748.0,459302
2020-06-10T11:30:00,45758.0,45760.0,45740.0,45742.0,43321
2020-06-10T12:00:00,45742.0,45765.0,45301.0,45756.0,1419584
2020-06-10T12:30:00,45755.0,45755.0,45755.0,45755.0,500
2020-06-13T09:30:00,47190.0,47250.0,46800.0,47100.0,390686
2020-06-13T10:00:00,47100.0,47120.0,46710.0,46710.0,1143121
2020-06-13T10:30:00,46800.0,46830.0,46600.0,46630.0,754746
2020-06-13T11:00:00,46630.0,46800.0,46280.0,46450.0,1485911
2020-06-13T11:30:00,46170.0,46300.0,46160.0,46290.0,183187
2020-06-13T12:00:00,46230.0,46700.0,46150.0,46400.0,1909676
2020-06-14T09:30:00,45150.0,45150.0,44110.0,44500.0,1984418
2020-06-14T10:00:00,44550.0,45010.0,44450.0,44800.0,1494034
2020-06-14T10:30:00,44900.0,45600.0,44840.0,44870.0,1057830
2020-06-14T11:00:00,44870.0,45350.0,44800.0,45350.0,685195
2020-06-14T11:30:00,45320.0,45600.0,45200.0,45280.0,756656
2020-06-14T12:00:00,45270.0,45280.0,45000.0,45090.0,1366681
2020-06-15T10:30:00,45780.0,45800.0,45010.0,45200.0,1084441
2020-06-15T11:00:00,45200.0,45280.0,44820.0,44900.0,1157233
2020-06-15T11:30:00,44910.0,45970.0,44900.0,45350.0,2083963
2020-06-15T12:00:00,45110.0,45350.0,45110.0,45350.0,135165
2020-06-15T12:30:00,45350.0,45350.0,45350.0,45350.0,250
2020-06-16T09:30:00,45350.0,45640.0,45270.0,45620.0,324502
2020-06-16T10:00:00,45620.0,46400.0,45600.0,46000.0,1862138
2020-06-16T10:30:00,46010.0,46350.0,45700.0,46220.0,1779341
2020-06-16T11:00:00,46280.0,46410.0,46000.0,46260.0,1830342
2020-06-16T11:30:00,46200.0,46250.0,46140.0,46240.0,579522
2020-06-16T12:00:00,46220.0,46250.0,46050.0,46200.0,1409063
2020-06-20T09:00:00,46400.0,47700.0,46400.0,47700.0,2069695
2020-06-20T09:30:00,47700.0,47770.0,47000.0,47600.0,1892930
2020-06-20T10:00:00,47600.0,47730.0,47310.0,47640.0,1238416
2020-06-20T10:30:00,47600.0,47760.0,47550.0,47740.0,712709
2020-06-20T11:00:00,47730.0,47740.0,47590.0,47690.0,784071
2020-06-20T11:30:00,47690.0,47840.0,47650.0,47840.0,741632
2020-06-20T12:00:00,47840.0,48100.0,47800.0,47940.0,1638843
2020-06-20T12:30:00,47940.0,47940.0,47940.0,47940.0,500
2020-06-21T09:00:00,48200.0,48690.0,47900.0,47970.0,1556088
2020-06-21T09:30:00,47970.0,48050.0,47100.0,47890.0,1925245
2020-06-21T10:00:00,47890.0,48300.0,47600.0,48220.0,1036077
2020-06-21T10:30:00,48220.0,49000.0,48030.0,48300.0,873164
2020-06-21T11:00:00,48300.0,48550.0,48000.0,48100.0,1295257
2020-06-21T11:30:00,48100.0,48470.0,48100.0,48250.0,431081
2020-06-21T12:00:00,48230.0,48270.0,48060.0,48210.0,726284
2020-06-22T09:30:00,49500.0,50200.0,49500.0,49990.0,1418496
2020-06-22T10:00:00,49850.0,50000.0,49510.0,49720.0,427088
2020-06-22T10:30:00,49750.0,49950.0,49700.0,49800.0,433768
2020-06-22T11:00:00,49950.0,50300.0,49950.0,50000.0,445398
2020-06-22T11:30:00,50170.0,50220.0,49970.0,50150.0,424260
2020-06-22T12:00:00,50150.0,50500.0,50120.0,50300.0,1155062
2020-06-23T09:00:00,52670.0,52800.0,52400.0,52510.0,379076
2020-06-23T09:30:00,52520.0,53400.0,52480.0,53210.0,1301273
2020-06-23T10:00:00,53210.0,53550.0,53110.0,53550.0,584614
2020-06-23T10:30:00,53550.0,54000.0,53210.0,53700.0,711615
2020-06-23T11:00:00,53850.0,53900.0,53420.0,53430.0,348153
2020-06-23T11:30:00,53450.0,53840.0,53250.0,53250.0,576421
2020-06-23T12:00:00,52700.0,52710.0,52300.0,52310.0,305694
2020-06-24T10:00:00,53220.0,53800.0,53220.0,53790.0,165209
2020-06-24T10:30:00,53770.0,54000.0,53350.0,53450.0,397408
2020-06-24T11:00:00,53490.0,53670.0,53000.0,53020.0,552404
2020-06-24T11:30:00,53100.0,53200.0,52760.0,52780.0,450099
2020-06-24T12:00:00,52790.0,53890.0,52790.0,53880.0,683128
2020-06-24T13:30:00,53450.0,53450.0,53450.0,53450.0,1837
2020-06-27T10:30:00,55840.0,55860.0,55690.0,55790.0,252596
2020-06-27T11:00:00,55750.0,55930.0,55700.0,55930.0,539711
2020-06-27T11:30:00,55930.0,56200.0,55880.0,56200.0,368227
2020-06-27T12:00:00,56190.0,56400.0,55910.0,56230.0,792350
2020-06-27T12:30:00,56280.0,56550.0,56200.0,56550.0,335301
2020-06-28T09:00:00,57500.0,57500.0,57000.0,57020.0,63656
2020-06-28T09:30:00,57000.0,57020.0,54000.0,54990.0,901359
2020-06-28T10:00:00,56010.0,56010.0,56000.0,56000.0,24261
2020-06-28T10:30:00,56000.0,57700.0,55740.0,56980.0,821798
2020-06-28T11:00:00,56920.0,57590.0,56580.0,57000.0,555708
2020-06-28T11:30:00,57000.0,57280.0,55500.0,55830.0,539059
2020-06-28T12:00:00,55850.0,56000.0,55120.0,55280.0,1076712
2020-06-29T09:00:00,55700.0,55800.0,55200.0,55200.0,1019901
2020-06-29T09:30:00,55200.0,55250.0,54750.0,54750.0,607800
2020-06-29T10:00:00,54750.0,54750.0,52500.0,52950.0,453823
2020-06-29T10:30:00,52900.0,55200.0,52900.0,55190.0,1659714
2020-06-29T11:00:00,55200.0,55700.0,54700.0,55690.0,519233
2020-06-29T11:30:00,55600.0,55900.0,55200.0,55690.0,302919
2020-06-29T12:00:00,55480.0,55890.0,55480.0,55870.0,374814
2020-07-01T09:00:00,62350.0,63490.0,62260.0,62360.0,1469877
2020-07-01T09:30:00,62400.0,62810.0,62300.0,62550.0,850122
2020-07-01T10:00:00,62550.0,62600.0,62480.0,62520.0,409565
2020-07-01T10:30:00,62500.0,62990.0,62360.0,62990.0,612537
2020-07-01T11:00:00,62930.0,62970.0,62900.0,62950.0,86621
2020-07-01T11:30:00,62930.0,63460.0,62930.0,63440.0,523728
2020-07-01T12:00:00,63440.0,64770.0,63390.0,64600.0,1415508
2020-07-04T09:00:00,65370.0,65700.0,65370.0,65600.0,903185
2020-07-04T09:30:00,65680.0,65700.0,65340.0,65350.0,1319744
2020-07-04T10:00:00,60800.0,60800.0,60000.0,60800.0,18466
2020-07-04T10:30:00,60800.0,62000.0,59600.0,62000.0,1390540
2020-07-04T11:00:00,62000.0,64000.0,61500.0,63100.0,806799
2020-07-04T11:30:00,63080.0,63500.0,63080.0,63120.0,462306
2020-07-04T12:00:00,63110.0,63110.0,61000.0,61200.0,616518
2020-07-05T09:00:00,61580.0,61580.0,61000.0,61400.0,155830
2020-07-05T09:30:00,61210.0,62990.0,60510.0,62300.0,823872
2020-07-05T10:00:00,65000.0,65100.0,64800.0,64800.0,90742
2020-07-05T10:30:00,64800.0,68000.0,64700.0,67690.0,1502793
2020-07-05T11:00:00,67980.0,67980.0,66000.0,66550.0,1192671
2020-07-05T11:30:00,66600.0,66600.0,66030.0,66300.0,589681
2020-07-05T12:00:00,66840.0,67500.0,66800.0,67000.0,535555
2020-07-06T09:30:00,70660.0,70830.0,70660.0,70830.0,138611
2020-07-06T10:00:00,70830.0,71430.0,70820.0,71420.0,1457836
2020-07-06T10:30:00,71420.0,71430.0,71400.0,71420.0,959028
2020-07-06T11:00:00,71420.0,71430.0,71410.0,71420.0,776271
2020-07-06T11:30:00,71420.0,71430.0,71410.0,71430.0,735300
2020-07-06T12:00:00,71420.0,71430.0,69730.0,69750.0,4076109
2020-07-06T12:30:00,69750.0,69750.0,69750.0,69750.0,1500
2020-07-07T09:00:00,70300.0,70300.0,68500.0,68500.0,433387
2020-07-07T09:30:00,68900.0,70780.0,68000.0,70780.0,1897694
2020-07-07T10:00:00,70740.0,72010.0,70300.0,72010.0,972241
2020-07-07T10:30:00,72080.0,73300.0,70300.0,70510.0,1927624
2020-07-07T11:00:00,70510.0,70750.0,70480.0,70600.0,549065
2020-07-07T11:30:00,70600.0,70600.0,69200.0,70100.0,752733
2020-07-07T12:00:00,70290.0,70340.0,69400.0,70200.0,562552
2020-07-08T11:30:00,65150.0,65260.0,63470.0,64470.0,1204615
2020-07-08T12:00:00,64470.0,64700.0,64460.0,64460.0,1016785
2020-07-11T09:00:00,61200.0,61270.0,61110.0,61200.0,272974
2020-07-11T09:30:00,61200.0,62000.0,61150.0,62000.0,644163
2020-07-11T10:00:00,62000.0,63890.0,62000.0,63240.0,281996
2020-07-11T10:30:00,63240.0,65000.0,63240.0,64280.0,528266
2020-07-11T11:00:00,64450.0,68130.0,64450.0,67000.0,708739
2020-07-11T11:30:00,67000.0,68100.0,66750.0,67990.0,769059
2020-07-11T12:00:00,67990.0,68000.0,66800.0,66900.0,436556
2020-07-12T09:00:00,70000.0,70000.0,69100.0,69500.0,720119
2020-07-12T09:30:00,69500.0,70000.0,69350.0,69980.0,1031788
2020-07-12T10:00:00,69980.0,70390.0,69980.0,70340.0,1058835
2020-07-12T10:30:00,70400.0,70470.0,70250.0,70280.0,448053
2020-07-12T11:00:00,70280.0,70400.0,70080.0,70350.0,896400
2020-07-12T11:30:00,69640.0,69640.0,69000.0,69060.0,412048
2020-07-12T12:00:00,69040.0,69600.0,68850.0,69510.0,563064
2020-07-13T09:00:00,68800.0,68800.0,67020.0,67990.0,438755
2020-07-13T09:30:00,67990.0,68000.0,67000.0,67600.0,499324
2020-07-13T10:00:00,67520.0,67900.0,67020.0,67900.0,1080539
2020-07-13T10:30:00,67950.0,70400.0,67900.0,69900.0,1294440
2020-07-13T11:00:00,69900.0,70190.0,68720.0,69100.0,552775
2020-07-13T11:30:00,69100.0,69300.0,68600.0,68650.0,940209
2020-07-13T12:00:00,68610.0,68640.0,68200.0,68550.0,634643
2020-07-14T09:00:00,69650.0,69980.0,69300.0,69420.0,242998
2020-07-14T09:30:00,69420.0,69420.0,68030.0,68610.0,1121420
2020-07-14T10:00:00,68610.0,68950.0,67600.0,67610.0,646877
2020-07-14T10:30:00,67600.0,67600.0,66000.0,66800.0,912256
2020-07-14T11:00:00,66800.0,67700.0,66200.0,66290.0,380770
2020-07-14T11:30:00,66290.0,66740.0,65600.0,65910.0,631349
2020-07-14T12:00:00,65910.0,66300.0,65810.0,65920.0,524472
2020-07-15T09:00:00,64500.0,64650.0,63800.0,64390.0,732701
2020-07-15T09:30:00,64400.0,64500.0,64350.0,64450.0,133870
2020-07-15T10:00:00,64500.0,66400.0,64200.0,66390.0,634404
2020-07-15T10:30:00,66390.0,66400.0,64650.0,64650.0,482685
2020-07-15T11:00:00,65100.0,65100.0,64910.0,65000.0,232799
2020-07-15T11:30:00,65000.0,65100.0,64900.0,64950.0,600988
2020-07-15T12:00:00,64800.0,64800.0,64050.0,64200.0,229331
2020-07-18T09:00:00,62950.0,63800.0,62900.0,63010.0,1010981
2020-07-18T09:30:00,63020.0,63900.0,63000.0,63470.0,798928
2020-07-18T10:00:00,63900.0,64000.0,62560.0,62890.0,486805
2020-07-18T10:30:00,62890.0,64050.0,62700.0,63700.0,860852
2020-07-18T11:00:00,63700.0,63990.0,63500.0,63700.0,528447
2020-07-18T11:30:00,63790.0,63800.0,62780.0,62780.0,378539
2020-07-18T12:00:00,62780.0,62860.0,62510.0,62700.0,526383
2020-07-19T09:00:00,64110.0,65500.0,64110.0,65000.0,364332
2020-07-19T09:30:00,65400.0,66940.0,65200.0,66940.0,493963
2020-07-19T10:00:00,66940.0,68500.0,66200.0,67500.0,997585
2020-07-19T10:30:00,67220.0,67270.0,66780.0,67250.0,372903
2020-07-19T11:00:00,67250.0,67250.0,66900.0,67100.0,475631
2020-07-19T11:30:00,67010.0,67100.0,66700.0,66970.0,405262
2020-07-19T12:00:00,67040.0,67700.0,67030.0,67600.0,673930
2020-07-20T09:00:00,68700.0,70130.0,68700.0,70100.0,911511
2020-07-20T09:30:00,70230.0,70700.0,70000.0,70010.0,628413
2020-07-20T10:00:00,70010.0,70270.0,69700.0,69920.0,487879
2020-07-20T10:30:00,69920.0,69920.0,69500.0,69770.0,320230
2020-07-20T11:00:00,69810.0,69820.0,67760.0,68200.0,311502
2020-07-20T11:30:00,68190.0,69000.0,68100.0,68300.0,123103
2020-07-20T12:00:00,68250.0,68300.0,68000.0,68200.0,103523
2020-07-21T09:00:00,67400.0,67400.0,65950.0,66350.0,239528
2020-07-21T09:30:00,66350.0,66350.0,65800.0,65850.0,805779
2020-07-21T10:00:00,66430.0,67900.0,66400.0,66970.0,592001
2020-07-21T10:30:00,66980.0,67400.0,66950.0,67000.0,466244
2020-07-21T11:00:00,67000.0,67000.0,66020.0,66410.0,413264
2020-07-21T11:30:00,66400.0,66490.0,65580.0,65640.0,688754
2020-07-21T12:00:00,65580.0,65580.0,64800.0,64970.0,867295
2020-07-22T09:00:00,65010.0,65100.0,64970.0,65000.0,215019
2020-07-22T09:30:00,64980.0,65000.0,63700.0,63700.0,243479
2020-07-22T10:00:00,63300.0,64010.0,63300.0,64000.0,138496
2020-07-22T10:30:00,64010.0,64390.0,63540.0,63720.0,246582
2020-07-22T11:00:00,63700.0,64400.0,63400.0,63400.0,322370
2020-07-22T11:30:00,63400.0,64000.0,63320.0,63790.0,259969
2020-07-22T12:00:00,63790.0,64200.0,63460.0,63700.0,344056
2020-07-25T09:00:00,65300.0,65800.0,65300.0,65700.0,294335
2020-07-25T09:30:00,65700.0,66300.0,65500.0,65950.0,487069
2020-07-25T10:00:00,65830.0,65840.0,65600.0,65800.0,172141
2020-07-25T10:30:00,65800.0,65820.0,64710.0,64770.0,310833
2020-07-25T11:00:00,64900.0,65000.0,64220.0,64220.0,312061
2020-07-25T11:30:00,63840.0,63990.0,63840.0,63990.0,75472
2020-07-25T12:00:00,63980.0,63980.0,63710.0,63800.0,485670
2020-07-26T09:00:00,64500.0,64500.0,64340.0,64340.0,8655
2020-07-26T09:30:00,64020.0,64340.0,63920.0,63920.0,137658
2020-07-26T10:00:00,63920.0,63920.0,62030.0,62120.0,584374
2020-07-26T10:30:00,63000.0,63020.0,62300.0,62450.0,355005
2020-07-26T11:00:00,62350.0,62550.0,62120.0,62210.0,346085
2020-07-26T11:30:00,62130.0,62220.0,62110.0,62150.0,183869
2020-07-26T12:00:00,62150.0,62160.0,61910.0,61930.0,447556
2020-07-27T09:00:00,62300.0,62300.0,60500.0,60560.0,587868
2020-07-27T09:30:00,60500.0,61500.0,59000.0,61500.0,1347470
2020-07-27T10:00:00,61500.0,62500.0,61020.0,62200.0,700574
2020-07-27T10:30:00,62220.0,62350.0,61410.0,61410.0,428700
2020-07-27T11:00:00,61510.0,62000.0,61110.0,61300.0,271353
2020-07-27T11:30:00,61310.0,62000.0,60400.0,61200.0,456560
2020-07-27T12:00:00,61000.0,61200.0,60900.0,60950.0,129348
2020-07-28T09:30:00,63000.0,65000.0,62980.0,63620.0,846835
2020-07-28T10:00:00,62620.0,62620.0,62000.0,62100.0,118564
2020-07-28T10:30:00,62100.0,63530.0,62010.0,63530.0,370405
2020-07-28T11:00:00,63500.0,64000.0,62770.0,63400.0,784309
2020-07-28T11:30:00,63400.0,63500.0,62600.0,63110.0,374664
2020-07-28T12:00:00,63010.0,63030.0,62500.0,62510.0,277765
2020-07-29T10:00:00,60790.0,60800.0,60130.0,60250.0,126048
2020-07-29T10:30:00,60260.0,61100.0,60250.0,61000.0,155291
2020-07-29T11:00:00,60750.0,61740.0,60700.0,61250.0,330817
2020-07-29T11:30:00,62260.0,62880.0,62260.0,62340.0,40928
2020-07-29T12:00:00,62340.0,62990.0,62280.0,62650.0,265957
2020-07-29T14:00:00,63100.0,63100.0,63100.0,63100.0,5348
2020-08-01T09:00:00,64890.0,64890.0,64100.0,64270.0,214480
2020-08-01T09:30:00,64110.0,64110.0,64000.0,64000.0,70816
2020-08-01T10:00:00,64000.0,64150.0,63550.0,64020.0,404678
2020-08-01T10:30:00,64020.0,64330.0,64010.0,64330.0,254729
2020-08-01T11:00:00,64230.0,64270.0,64200.0,64200.0,71037
2020-08-01T11:30:00,64200.0,64200.0,63900.0,63900.0,334131
2020-08-01T12:00:00,63900.0,63990.0,63900.0,63910.0,80531
2020-08-02T09:00:00,64500.0,65490.0,64270.0,65000.0,314008
2020-08-02T09:30:00,65000.0,65890.0,65000.0,65380.0,297819
2020-08-02T10:00:00,65290.0,65310.0,65200.0,65260.0,193846
2020-08-02T10:30:00,65260.0,65550.0,65250.0,65510.0,485446
2020-08-02T11:00:00,65330.0,65390.0,64710.0,64710.0,170822
2020-08-02T11:30:00,64710.0,65430.0,64310.0,64800.0,694429
2020-08-02T12:00:00,65000.0,65200.0,63910.0,64130.0,502847
2020-08-03T09:00:00,65480.0,65800.0,65000.0,65400.0,398332
2020-08-03T09:30:00,65380.0,65700.0,65000.0,65050.0,471200
2020-08-03T10:00:00,65050.0,65120.0,64400.0,65000.0,285517
2020-08-03T10:30:00,64950.0,64980.0,64310.0,64400.0,25768
2020-08-03T11:00:00,64400.0,65200.0,64200.0,64350.0,465313
2020-08-03T11:30:00,63800.0,64290.0,63510.0,63510.0,118591
2020-08-03T12:00:00,63510.0,64280.0,63400.0,64060.0,336587
2020-08-04T09:00:00,66500.0,66600.0,66200.0,66300.0,1395688
2020-08-04T09:30:00,66000.0,66450.0,65310.0,65800.0,327820
2020-08-04T10:00:00,66400.0,66430.0,66400.0,66400.0,19954
2020-08-04T10:30:00,66400.0,66520.0,65400.0,66510.0,761132
2020-08-04T11:00:00,66470.0,66520.0,66470.0,66480.0,71968
2020-08-04T11:30:00,66480.0,66520.0,66360.0,66480.0,209101
2020-08-04T12:00:00,66150.0,66160.0,66150.0,66160.0,15543
2020-08-05T09:30:00,66180.0,66200.0,66000.0,66000.0,271785
2020-08-05T10:00:00,66000.0,66150.0,66000.0,66010.0,772557
2020-08-05T10:30:00,66010.0,66050.0,65540.0,66000.0,417287
2020-08-05T11:00:00,66000.0,66010.0,65500.0,65600.0,470002
2020-08-05T11:30:00,65800.0,66090.0,65700.0,65950.0,366728
2020-08-05T12:00:00,65910.0,66050.0,65900.0,66050.0,723805
2020-08-05T13:30:00,65970.0,65970.0,65970.0,65970.0,2000
2020-08-09T09:00:00,66690.0,68400.0,66680.0,67900.0,630870
2020-08-09T09:30:00,67700.0,68000.0,67500.0,68000.0,219425
2020-08-09T10:00:00,67550.0,67600.0,67520.0,67530.0,8258
2020-08-09T10:30:00,67590.0,67590.0,66800.0,67310.0,327567
2020-08-09T11:00:00,67300.0,68500.0,67300.0,68100.0,676518
2020-08-09T11:30:00,68320.0,68380.0,68000.0,68200.0,148742
2020-08-09T12:00:00,68470.0,68470.0,68400.0,68400.0,479
2020-08-09T15:00:00,68500.0,68500.0,68500.0,68500.0,1764
2020-08-10T09:00:00,68480.0,68490.0,66110.0,66110.0,806985
2020-08-10T09:30:00,66540.0,67650.0,66190.0,67250.0,533614
2020-08-10T10:00:00,67250.0,67300.0,66500.0,66500.0,523898
2020-08-10T10:30:00,66500.0,67000.0,65010.0,66110.0,404591
2020-08-10T11:00:00,66000.0,66500.0,65900.0,65900.0,361862
2020-08-10T11:30:00,66000.0,66000.0,65160.0,65160.0,114523
2020-08-10T12:00:00,65160.0,66250.0,65100.0,65160.0,415783
2020-08-11T09:00:00,65900.0,66000.0,64000.0,65020.0,747026
2020-08-11T09:30:00,65020.0,66000.0,64180.0,64310.0,419303
2020-08-11T10:00:00,64300.0,64490.0,64000.0,64010.0,159351
2020-08-11T10:30:00,64000.0,64980.0,64000.0,64500.0,261647
2020-08-11T11:00:00,64500.0,65000.0,64400.0,65000.0,247843
2020-08-11T11:30:00,65000.0,65400.0,64600.0,64660.0,186900
2020-08-11T12:00:00,64700.0,65020.0,64700.0,65000.0,173175
2020-08-12T09:00:00,67000.0,68050.0,67000.0,67990.0,306440
2020-08-12T09:30:00,67200.0,67800.0,67000.0,67500.0,399256
2020-08-12T10:00:00,67500.0,67590.0,65190.0,65200.0,364243
2020-08-12T10:30:00,65230.0,67000.0,65210.0,67000.0,166995
2020-08-12T11:00:00,67000.0,67000.0,66600.0,66700.0,152632
2020-08-12T11:30:00,66570.0,66590.0,66500.0,66550.0,32360
2020-08-12T12:00:00,66510.0,66730.0,66000.0,66700.0,172694
2020-08-15T09:00:00,67190.0,67190.0,64600.0,66510.0,516649
2020-08-15T09:30:00,66510.0,66570.0,65000.0,65000.0,407848
2020-08-15T10:00:00,65000.0,65480.0,64700.0,64700.0,277448
2020-08-15T10:30:00,64690.0,65040.0,64000.0,65020.0,342657
2020-08-15T11:00:00,65020.0,65100.0,65000.0,65100.0,200474
2020-08-15T11:30:00,65010.0,65100.0,64630.0,65000.0,512713
2020-08-15T12:00:00,64700.0,65030.0,64640.0,64990.0,82819
2020-08-16T11:00:00,64050.0,64200.0,64000.0,64100.0,27347
2020-08-16T11:30:00,64120.0,64190.0,63780.0,64000.0,492964
2020-08-16T12:00:00,64000.0,64010.0,63810.0,63860.0,221691
2020-08-17T12:00:00,65190.0,67400.0,65190.0,66900.0,236401
2020-08-17T12:30:00,66900.0,67990.0,66900.0,67890.0,223770
2020-08-17T13:00:00,67890.0,68400.0,67800.0,68300.0,158589
2020-08-17T13:30:00,68300.0,70000.0,68020.0,68690.0,244712
2020-08-17T14:00:00,68350.0,69400.0,68350.0,68990.0,92024
2020-08-17T14:30:00,68910.0,69160.0,68900.0,69160.0,85316
2020-08-17T15:00:00,69170.0,69180.0,69100.0,69110.0,52699
2020-08-18T12:30:00,68000.0,68000.0,65010.0,65010.0,104835
2020-08-18T13:00:00,65060.0,67200.0,65050.0,66010.0,167125
2020-08-18T13:30:00,66010.0,66200.0,65900.0,66100.0,174915
2020-08-18T14:00:00,66010.0,66100.0,65820.0,65890.0,477231
2020-08-18T14:30:00,66000.0,66000.0,65600.0,65630.0,253739
2020-08-18T15:00:00,65570.0,65650.0,65530.0,65550.0,14996
2020-08-19T12:30:00,62480.0,62480.0,62100.0,62100.0,80865
2020-08-19T13:00:00,62020.0,63350.0,61110.0,63030.0,300890
2020-08-19T13:30:00,63000.0,63050.0,62580.0,62580.0,133333
2020-08-19T14:00:00,62570.0,63500.0,62570.0,63500.0,102029
2020-08-19T14:30:00,64430.0,64440.0,63500.0,63500.0,62560
2020-08-19T15:00:00,63500.0,63700.0,63250.0,63500.0,33117
2020-08-22T12:30:00,64680.0,64680.0,64680.0,64680.0,250
2020-08-23T09:00:00,64510.0,64520.0,62690.0,64000.0,117996
2020-08-23T09:30:00,63510.0,63980.0,62350.0,62990.0,199900
2020-08-23T10:00:00,62770.0,63010.0,62400.0,62500.0,150706
2020-08-23T10:30:00,62420.0,63000.0,62390.0,62440.0,148399
2020-08-23T11:00:00,62440.0,62600.0,61020.0,62000.0,207664
2020-08-23T11:30:00,62000.0,63000.0,61000.0,62000.0,214296
2020-08-23T12:00:00,62100.0,63090.0,62000.0,63090.0,790225
2020-08-23T12:30:00,62500.0,62500.0,62500.0,62500.0,1700
2020-08-24T09:00:00,63000.0,63010.0,61500.0,62990.0,77911
2020-08-24T09:30:00,62000.0,62980.0,62000.0,62000.0,171777
2020-08-24T10:00:00,62010.0,62090.0,61800.0,61800.0,147989
2020-08-24T10:30:00,61800.0,62010.0,61420.0,62000.0,263740
2020-08-24T11:00:00,62000.0,62020.0,60210.0,61000.0,314387
2020-08-24T11:30:00,61000.0,61100.0,60300.0,60300.0,206691
2020-08-24T12:00:00,60300.0,61220.0,60230.0,61030.0,382781
2020-08-25T09:00:00,64500.0,65400.0,64500.0,65000.0,269000
2020-08-25T09:30:00,65980.0,66600.0,65920.0,66600.0,64667
2020-08-25T10:00:00,66900.0,67300.0,66900.0,67000.0,257880
2020-08-25T10:30:00,67300.0,67700.0,66200.0,66530.0,241103
2020-08-25T11:00:00,66580.0,67500.0,66570.0,66600.0,440915
2020-08-25T11:30:00,66600.0,67100.0,66580.0,66800.0,942236
2020-08-25T12:00:00,66800.0,67930.0,66790.0,67900.0,1650047
2020-08-26T09:00:00,70580.0,70600.0,70000.0,70350.0,273326
2020-08-26T09:30:00,70380.0,70440.0,68000.0,70060.0,853563
2020-08-26T10:00:00,70030.0,70340.0,70000.0,70170.0,465907
2020-08-26T10:30:00,70170.0,70190.0,70090.0,70170.0,340935
2020-08-26T11:00:00,70170.0,71500.0,69980.0,70950.0,863158
2020-08-26T11:30:00,70940.0,73000.0,70940.0,72400.0,948335
