Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
159,73,0.8690887117197494,0.004266107359982108,7.590509939193725,0.10606169595393707,0.03960118293762207,0.0033604084414343687,50,80,40,"{'max_depth': 50, 'min_samples_split': 80, 'n_estimators': 40}",0.8695009662384904,0.8731385699670342,0.8737069455496191,0.8621120836648858,0.8669849931787176
57,76,0.869065976696446,0.0036882822720395473,7.896296405792237,0.05513471871654545,0.04060649871826172,0.0011632659682950977,30,40,40,"{'max_depth': 30, 'min_samples_split': 40, 'n_estimators': 40}",0.8715471183357963,0.8702966920541093,0.8734795953165851,0.8630214845970217,0.8669849931787176
79,77,0.8690432623507446,0.0028706764415596755,3.724907875061035,0.02677839034555282,0.018861818313598632,0.00020256109830237885,30,100,20,"{'max_depth': 30, 'min_samples_split': 100, 'n_estimators': 20}",0.8709787427532113,0.8706377174036604,0.8717744685688302,0.8639308855291576,0.8678944974988632
121,77,0.8690432623507446,0.0028706764415596755,3.735496234893799,0.048404619159986215,0.01876044273376465,0.0007448432231154238,40,100,20,"{'max_depth': 40, 'min_samples_split': 100, 'n_estimators': 20}",0.8709787427532113,0.8706377174036604,0.8717744685688302,0.8639308855291576,0.8678944974988632
163,77,0.8690432623507446,0.0028706764415596755,3.7818945407867433,0.05949707861586884,0.01906113624572754,0.0006609186874660673,50,100,20,"{'max_depth': 50, 'min_samples_split': 100, 'n_estimators': 20}",0.8709787427532113,0.8706377174036604,0.8717744685688302,0.8639308855291576,0.8678944974988632
77,80,0.868997794888838,0.004021427899379966,9.349984645843506,0.0691805908382124,0.046906900405883786,0.002547538977073351,30,80,50,"{'max_depth': 30, 'min_samples_split': 80, 'n_estimators': 50}",0.8691599408889394,0.8725701943844493,0.8732522450835513,0.8619984085483687,0.8680081855388813
119,80,0.868997794888838,0.004021427899379966,9.395471096038818,0.09348044467967398,0.045993709564208986,0.00263750865192552,40,80,50,"{'max_depth': 40, 'min_samples_split': 80, 'n_estimators': 50}",0.8691599408889394,0.8725701943844493,0.8732522450835513,0.8619984085483687,0.8680081855388813
161,80,0.868997794888838,0.004021427899379966,9.533913087844848,0.05700609756729809,0.04471068382263184,0.0006822314275639658,50,80,50,"{'max_depth': 50, 'min_samples_split': 80, 'n_estimators': 50}",0.8691599408889394,0.8725701943844493,0.8732522450835513,0.8619984085483687,0.8680081855388813
38,83,0.8689750779584363,0.003244655483702618,5.65093469619751,0.10489860435272229,0.027242517471313475,0.0009236621630709609,20,100,30,"{'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 30}",0.8702966920541093,0.8714334432192793,0.8715471183357963,0.8627941343639878,0.8688040018190086
76,84,0.8689750262644316,0.00385790192988615,8.365841674804688,0.038323481465633434,0.04091596603393555,0.0014152285944618191,30,80,45,"{'max_depth': 30, 'min_samples_split': 80, 'n_estimators': 45}",0.8692736160054564,0.8727975446174833,0.8732522450835513,0.8630214845970217,0.8665302410186448
118,84,0.8689750262644316,0.00385790192988615,8.43820662498474,0.09070050830221404,0.04121065139770508,0.0021583314273903344,40,80,45,"{'max_depth': 40, 'min_samples_split': 80, 'n_estimators': 45}",0.8692736160054564,0.8727975446174833,0.8732522450835513,0.8630214845970217,0.8665302410186448
160,84,0.8689750262644316,0.00385790192988615,8.570593929290771,0.08578762923724169,0.0406987190246582,0.00040228008438116187,50,80,45,"{'max_depth': 50, 'min_samples_split': 80, 'n_estimators': 45}",0.8692736160054564,0.8727975446174833,0.8732522450835513,0.8630214845970217,0.8665302410186448
17,87,0.8689523093340299,0.0036321225976298707,9.685236692428589,0.12185600396914033,0.04747805595397949,0.0007941037445929722,20,40,50,"{'max_depth': 20, 'min_samples_split': 40, 'n_estimators': 50}",0.8709787427532113,0.8702966920541093,0.8733659202000682,0.8627941343639878,0.8673260572987722
114,88,0.8689295872342274,0.003865753570113886,2.839813470840454,0.049467364100704334,0.015562009811401368,0.00048404947860883346,40,80,15,"{'max_depth': 40, 'min_samples_split': 80, 'n_estimators': 15}",0.8685915653063544,0.8722291690348982,0.8734795953165851,0.8624531090144367,0.8678944974988632
72,88,0.8689295872342274,0.003865753570113886,2.8406959056854246,0.0320505796965982,0.01566624641418457,0.0007438350787229938,30,80,15,"{'max_depth': 30, 'min_samples_split': 80, 'n_estimators': 15}",0.8685915653063544,0.8722291690348982,0.8734795953165851,0.8624531090144367,0.8678944974988632
156,88,0.8689295872342274,0.003865753570113886,2.9156712532043456,0.05149373268532694,0.016557598114013673,0.0014575018305847856,50,80,15,"{'max_depth': 50, 'min_samples_split': 80, 'n_estimators': 15}",0.8685915653063544,0.8722291690348982,0.8734795953165851,0.8624531090144367,0.8678944974988632
45,91,0.8688613433938137,0.003305377113311239,8.03831057548523,0.05692389455401957,0.04121365547180176,0.0010763190537483372,30,20,40,"{'max_depth': 30, 'min_samples_split': 20, 'n_estimators': 40}",0.8713197681027623,0.8720018188018642,0.8710924178697284,0.8637035352961236,0.8661891768985903
39,92,0.868838667818616,0.0033168467667525968,7.552238988876343,0.12484183069289496,0.040905189514160153,0.014966221216278521,20,100,40,"{'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 40}",0.8706377174036604,0.8715471183357963,0.8707513925201773,0.8624531090144367,0.8688040018190086
26,93,0.8687931951873088,0.002830041915695364,5.687105655670166,0.034572297473419576,0.02954068183898926,0.001559875695294089,20,60,30,"{'max_depth': 20, 'min_samples_split': 60, 'n_estimators': 30}",0.8705240422871433,0.8702966920541093,0.8710924178697284,0.8633625099465727,0.8686903137789904
61,94,0.8687931254004024,0.0037365361586617577,3.952705717086792,0.06776324063067819,0.020856857299804688,0.0009124334405930816,30,50,20,"{'max_depth': 30, 'min_samples_split': 50, 'n_estimators': 20}",0.8721154939183813,0.8701830169375924,0.8727975446174833,0.8632488348300557,0.8656207366984994
