Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,59.2599983215332,61.45000076293945,59.06999969482422,61.45000076293945,32.32627487182617,2101012.0
2011-01-04,61.5,61.7400016784668,60.02000045776367,60.7400016784668,31.952775955200195,2266190.0
2011-01-05,60.5,60.93000030517578,58.220001220703125,60.029998779296875,31.579269409179688,3913153.0
2011-01-06,60.0,61.18000030517578,59.65999984741211,59.900001525878906,31.510887145996094,2101823.0
2011-01-07,59.5099983215332,60.09000015258789,58.540000915527344,59.310001373291016,31.200511932373047,2776312.0
2011-01-10,58.79999923706055,59.400001525878906,58.36000061035156,58.470001220703125,30.75861930847168,1950108.0
2011-01-11,58.36000061035156,59.9900016784668,58.150001525878906,59.65999984741211,31.38463020324707,2540226.0
2011-01-12,59.689998626708984,60.56999969482422,58.93000030517578,59.31999969482422,31.205774307250977,2220002.0
2011-01-13,59.25,59.540000915527344,57.61000061035156,57.68000030517578,30.343040466308594,3123094.0
2011-01-14,57.5,59.02000045776367,56.790000915527344,58.939998626708984,31.005874633789062,4078219.0
2011-01-17,58.79999923706055,59.5,58.220001220703125,58.54999923706055,30.80070686340332,1615997.0
2011-01-18,58.97999954223633,59.939998626708984,58.27000045776367,58.75,30.905916213989258,3142418.0
2011-01-19,58.869998931884766,58.91999816894531,57.33000183105469,57.86000061035156,30.437728881835938,4434169.0
2011-01-20,57.56999969482422,57.70000076293945,55.220001220703125,55.5099983215332,29.201492309570312,4670268.0
2011-01-21,55.77000045776367,56.689998626708984,54.16999816894531,55.70000076293945,29.30144691467285,5366862.0
2011-01-24,55.599998474121094,55.83000183105469,54.400001525878906,55.22999954223633,29.054189682006836,2825547.0
2011-01-25,55.77000045776367,56.72999954223633,55.349998474121094,56.08000183105469,29.501346588134766,2587932.0
2011-01-26,56.5099983215332,57.54999923706055,56.18000030517578,56.95000076293945,29.959014892578125,3016559.0
2011-01-27,56.900001525878906,57.970001220703125,56.66999816894531,57.310001373291016,30.148393630981445,2516008.0
2011-01-28,58.70000076293945,58.95000076293945,57.060001373291016,57.099998474121094,30.037918090820312,3788334.0
2011-01-31,56.880001068115234,56.90999984741211,55.439998626708984,56.08000183105469,29.501346588134766,2796644.0
2011-02-01,57.029998779296875,57.11000061035156,55.970001220703125,56.5099983215332,29.727554321289062,2394850.0
2011-02-02,56.849998474121094,58.2400016784668,56.130001068115234,56.470001220703125,29.706504821777344,3190674.0
2011-02-03,56.40999984741211,57.33000183105469,55.22999954223633,57.33000183105469,30.158916473388672,2485234.0
2011-02-04,57.75,57.900001525878906,56.45000076293945,56.849998474121094,29.90640640258789,1952374.0
2011-02-07,57.0,58.869998931884766,56.54999923706055,58.849998474121094,30.958518981933594,2575937.0
2011-02-08,59.029998779296875,61.650001525878906,58.86000061035156,61.59000015258789,32.39991760253906,5588838.0
2011-02-09,61.45000076293945,62.41999816894531,60.7599983215332,61.290000915527344,32.24211120605469,3492106.0
2011-02-10,60.91999816894531,61.810001373291016,60.400001525878906,61.709999084472656,32.46304702758789,2534881.0
2011-02-11,61.25,63.439998626708984,61.099998474121094,63.13999938964844,33.215309143066406,2734862.0
2011-02-14,63.5,63.68000030517578,62.970001220703125,63.13999938964844,33.215309143066406,2370599.0
2011-02-15,63.150001525878906,63.29999923706055,61.84000015258789,61.97999954223633,32.60508346557617,2410165.0
2011-02-16,62.20000076293945,62.369998931884766,60.77000045776367,61.65999984741211,32.436744689941406,3256747.0
2011-02-17,61.70000076293945,61.91999816894531,60.16999816894531,61.040000915527344,32.110599517822266,2799679.0
2011-02-18,61.58000183105469,61.58000183105469,60.099998474121094,60.560001373291016,31.858089447021484,2418461.0
2011-02-21,60.38999938964844,61.68000030517578,60.06999969482422,60.29999923706055,31.7213077545166,2072955.0
2011-02-22,59.5,61.18000030517578,59.470001220703125,60.43000030517578,31.78969383239746,2184646.0
2011-02-23,60.380001068115234,60.41999816894531,57.790000915527344,58.29999923706055,30.669189453125,2859988.0
2011-02-24,57.25,58.0,56.38999938964844,57.0,29.985309600830078,3591172.0
2011-02-25,57.4900016784668,59.04999923706055,57.08000183105469,58.70000076293945,30.879610061645508,2662872.0
2011-02-28,58.459999084472656,59.209999084472656,57.900001525878906,58.779998779296875,30.92169761657715,2061073.0
2011-03-01,59.31999969482422,61.099998474121094,58.970001220703125,59.66999816894531,31.389888763427734,3450012.0
2011-03-02,58.849998474121094,59.04999923706055,57.54999923706055,58.0,30.511375427246094,3454511.0
2011-03-03,58.599998474121094,59.31999969482422,57.84000015258789,58.09000015258789,30.5587215423584,2300279.0
2011-03-04,58.599998474121094,59.75,57.58000183105469,57.779998779296875,30.395647048950195,3265392.0
2011-03-07,56.810001373291016,58.66999816894531,56.41999816894531,57.7400016784668,30.374595642089844,2155275.0
2011-03-08,58.4900016784668,58.86000061035156,56.93000030517578,57.970001220703125,30.49559783935547,2115514.0
